출발시각,8:00,8:15,8:20,8:35,8:45,9:00,9:15,9:30,9:35,9:40,9:55,10:20,10:30,10:45,11:00,11:25,11:55,12:05,12:30,12:45,13:25,13:40,14:00,14:10,14:30,14:50,15:00,15:10,15:25,15:55,16:10,16:25,16:50,17:00,17:10,17:20,17:45,18:00,19:00,19:20,19:30
정류장,명지대,상공회의소,진입로,명지대역,진입로,이마트,명진당,제3공학관
걸리는시간,0,4,2,2,1,3,2,1
